Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
data analyst,marketing data analyst,associate,3,"['powerbi', 'microstrategy', 'artificial intelligence', 'sql', 'machine learning', 'tableau', 'cloud computing', 'excel', 'python', 'r']","university park, il",computer software,"1,001-5,000 employees"
software engineer,backend software engineer,entry level,2,"['amazon web services', 'sql', 'database', 'backend', 'python', 'no-sql']","austin, tx",nan,
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","new york, ny",nan,
software engineer,software engineer,entry level,1,"['scala', 'git', 'java', 'javascript', 'programming', 'ruby', 'docker']","evansville, in2",nan,
business system analyst,business system analyst,mid-senior level,4,['sap'],"beaverton, or",staffing & recruiting,"1,001-5,000 employees"
data analyst,data analyst,mid-senior level,7,"['powerbi', 'microsoft', 'excel']","milpitas, ca79",nan,
business analyst,business analyst,associate,3,"['cloud computing', 'scrum', 'agile']",united states5,nan,
software engineer,mid software engineer (.net,mid-senior level,7,"['sql', 'asp.net', 'javascript']","arlington, va9",nan,
developer,swift developer,mid-senior level,3,[],"manchester, nh",nan,
ux researcher,ux researcher,mid-senior level,8,['excel'],"carrollton, tx",nan,
software engineer,software engineer,mid-senior level,8,"['cloud computing', 'java', 'amazon web services', 'node.js', 'go', 'javascript', 'bash', 'programming', 'iot', 'google cloud platform', 'python', 'ci-cd']","raleigh, nc18",nan,
system engineer,senior system engineer,mid-senior level,5,[],united states,staffing & recruiting,11-50 employees
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","plano, tx",nan,
developer,swift developer,mid-senior level,5,[],"los angeles, california, united states",nan,
software engineer,software engineer,entry level,2,"['microsoft azure', 'amazon web services', 'go', 'programming', 'cloud computing', 'microsoft']","san jose, ca1",nan,
software engineer,principal software engineer,director,8,"['linux', 'c++']","orange county, ca4",nan,
business analyst,"senior business analyst, telcodr",director,8,['spreadsheet'],"washington, dc33",nan,
product manager,google or adobe analytics product manager,mid-senior level,6,"['gdpr', 'tableau']","hartford, ct",nan,
data scientist,data scientist,mid-senior level,4,[],"murfreesboro, tn",nan,
data scientist,senior data scientist,mid-senior level,7,"['hadoop', 'perl', 'machine learning', 'programming', 'spark', 'python', 'r']","san francisco, ca4",nan,
data engineer,senior data engineer,associate,5,"['datalake', 'agile', 'apache airflow', 'apache http server', 'programming', 'bigquery', 'cloud computing', 'google cloud platform', 'python', 'amazon redshift', 'etl']","new york, united states3",nan,
business analyst,senior business analyst,associate,4,"['powerbi', 'sql', 'go', 'tableau', 'microsoft', 'excel']","bridgewater, nj",pharmaceuticals,"10,001+ employees"
data engineer,data engineer,entry level,2,"['amazon web services', 'sql', 'go', 'cloud computing', 'etl']","los angeles, ca2",nan,
senior analyst,"web analytics, senior analyst",mid-senior level,4,"['powerbi', 'sql']",united states1,nan,
software engineer,senior software engineer,associate,3,['cloud computing'],"memphis, tn1",nan,
developer,swift developer,mid-senior level,4,[],"fremont, ca",nan,
software engineer,software engineer,mid-senior level,3,"['docker', 'java', 'amazon web services', 'python', 'javascript', 'saas', 'cloud computing', 'coding', 'excel', 'r', 'no-sql']","boston, ma",nan,
software engineer,ruby on rails software engineer,mid-senior level,7,"['agile', 'amazon web services', 'c++', 'javascript', 'ruby', 'python']",denver metropolitan area,information technology & services,51-200 employees
data scientist,data scientist,mid-senior level,5,[],"colorado springs, co2",nan,
software engineer,sap master data software engineer,associate,5,"['sap', 'ibm']","georgia, united states",nan,
ux researcher,ux researcher,mid-senior level,6,['excel'],"los angeles, ca",nan,
data scientist,data scientist,mid-senior level,7,"['tensorflow', 'datalake', 'nlp', 'machine learning', 'machine learning', 'spark', 'cloud computing', 'ai/ml', 'python', 'r']","phoenix, az44",nan,
data engineer,data engineer,mid-senior level,5,"['no-sql', 'mysql', 'warehousing', 'amazon web services', 'pandas', 'sql', 'numpy', 'programming', 'database', 'snowflake', 'python', 'amazon redshift', 'etl']","los angeles, ca",nan,
data scientist,data scientist-remote,mid-senior level,4,"['artificial intelligence', 'sql', 'machine learning', 'programming', 'python', 'r']","charlotte, nc",nan,
systems analyst,business systems analyst,associate,3,"['cloud computing', 'machine learning']","washington, dc7",nan,
developer,data science content developer/author,entry level,3,"['sql', 'hadoop', 'seaborn', 'machine learning', 'programming', 'cloud computing', 'plotly', 'ggplot2']","brackettville, tx18",nan,
business analyst,junior business analyst,associate,2,"['microsoft', 'go']","new york, ny",financial services,11-50 employees
data scientist,data scientist,mid-senior level,1,"['artificial intelligence', 'machine learning', 'datarobot', 'python', 'r']","texas, united states8",nan,
software engineer,software engineer,associate,4,"['powershell', 'git', 'java', 'javascript', 'gitlab', 'bash', 'linux', 'programming', 'python', 'r']",united states13,nan,
business analyst,hot c2c opening for salesforce business analyst,associate,4,"['cloud computing', 'excel', 'jira software', 'agile']",united states5,nan,
software engineer,"senior software engineer, identity services",mid-senior level,2,"['devops', 'microsoft azure', 'vuejs', 'amazon web services', 'node.js', 'go', 'saas', 'scrum', 'cloud computing', 'docker', 'google cloud platform', 'python', 'ci-cd']",united states,computer software,201-500 employees
system engineer,system engineer with security clearance,entry level,2,"['linux', 'machine learning']","herndon, va",nan,
data engineer,data engineer,entry level,2,"['mysql', 'warehousing', 'redis', 'microsoft azure', 'scala', 'java', 'amazon web services', 'apache airflow', 'no-sql', 'sql', 'machine learning', 'programming', 'spark', 'cloud computing', 'microsoft', 'python', 'postgresql']","las vegas, nv",nan,
software engineer,software engineer,entry level,2,"['cloud computing', 'java', 'javascript']","san diego, ca3",nan,
data analyst,marketing data analyst,associate,3,['sql'],"boston, ma",marketing & advertising,11-50 employees
ux researcher,ux researcher,mid-senior level,6,['excel'],"long beach, ca",nan,
data engineer,senior data engineer,mid-senior level,5,"['cloud computing', 'microsoft azure', 'amazon web services']","pittsburgh, pa",nan,
data scientist,data scientist,mid-senior level,9,"['sql', 'hadoop', 'tableau', 'python', 'r']","north carolina, united states4",nan,
developer,swift developer,mid-senior level,4,[],"woodbridge, ct",nan,
software engineer,software engineer ii,entry level,3,"['microsoft azure', 'agile', 'amazon web services', 'paas', 'no-sql', 'sql', 'saas', 'server', 'programming', 'cloud computing', 'devops', 'splunk', 'ci-cd', 'etl']","richmond, va1",nan,
data science manager,data science manager,mid-senior level,3,"['powerpoint', 'amazon web services', 'sql', 'python', 'machine learning', 'programming', 'excel', 'microsoft', 'outlook', 'word', 'r']","irvine, ca5",nan,
product manager,lead product manager,associate,4,['agile'],"san francisco, ca1",nan,
software engineer,remote front-end software engineer,mid-senior level,5,"['devops', 'jira software', 'agile', 'sas', 'saas', 'javascript', 'json', 'kanban', 'html', 'microsoft']","raleigh, nc2",nan,
product manager,google or adobe analytics product manager,mid-senior level,6,"['gdpr', 'tableau']","jackson, ms",nan,
software engineer,senior backend software engineer,associate,6,"['agile', 'java', 'artificial intelligence', 'machine learning', 'backend']","chicago, il",nan,
financial analyst,senior financial analyst,mid-senior level,6,"['powerpoint', 'saas', 'word', 'excel', 'r']",united states45,nan,
credit analyst,credit analyst,mid-senior level,6,[],denver metropolitan area15,nan,
data scientist,data scientist,associate,3,"['powershell', 'java', 'pandas', 'sql', 'numpy', 'python', 'jupyter notebook', 'linux', 'machine learning', 'programming', 'database', 'scikit-learn', 'etl']",united states,retail,"10,001+ employees"
software engineer,remote principal software engineer opportunity,mid-senior level,5,"['nodejs', 'redis', 'microsoft azure', 'amazon web services', 'sql', 'node.js', 'go', 'rust', 'ruby', 'google cloud platform', 'python', 'graphql']",united states,staffing & recruiting,11-50 employees
data scientist,data scientist,mid-senior level,6,[],"buffalo, ny",nan,
software engineer,software engineer,associate,3,"['no-sql', 'agile', 'java', 'javascript', 'cloud computing', 'devops']",united states6,nan,
software engineer,lead software engineer,associate,4,"['amazon web services', 'css', 'asp.net', 'sql', 'javascript', 'saas', 'aurora', 'scrum', 'html', 'server', 'cloud computing', 'jquery', 'python', 'postgresql']","woodbridge, nj3",nan,
data engineer,senior data engineer,mid-senior level,6,"['cloud computing', 'microsoft azure', 'amazon web services']","el monte, ca",nan,
software engineer,senior software engineer,associate,2,"['microsoft azure', 'amazon web services', 'go', 'programming', 'cloud computing', 'microsoft']","minneapolis, mn1",nan,
business analyst,business analyst,mid-senior level,2,['microsoft'],"massachusetts, united states13",nan,
software engineer,"senior ios software engineer, dashboard app",associate,5,"['ios', 'server', 'swift']","san francisco, ca4",nan,
software engineer,ruby on rails software engineer,mid-senior level,5,"['spark', 'agile', 'saas', 'programming', 'ruby', 'database', 'backend']",united states5,nan,
solutions engineer,solutions engineer,associate,6,"['microsoft azure', 'java', 'amazon web services', 'no-sql', 'sql', 'hadoop', 'javascript', 'spark', 'cloud computing', 'database', 'microsoft', 'python', 'graphql']","new york, ny1",nan,
software engineer,"staff software engineer, audience",associate,5,"['java', 'go', 'programming', 'cloud computing', 'python']","new orleans, la",nan,
business analyst,business analyst,associate,5,"['database', 'microsoft visio']",united states50,nan,
business intelligence analyst,"business intelligence analyst intern, part-time",mid-senior level,5,"['powerbi', 'xml', 'powerbi', 'sql', 'json', 'data_lakes', 'server', 'microsoft', 'excel', 'no-sql']","arizona, united states3",nan,
data engineer,data engineer,mid-senior level,10,"['github', 'coding', 'machine learning', 'docker', 'python', 'r']",united states15,nan,
software engineer,"staff software engineer , agent tooling",mid-senior level,4,"['scrum', 'agile']","madison, wi",nan,
data scientist,senior data scientist,mid-senior level,9,"['tensorflow', 'pytorch', 'nlp', 'machine learning', 'machine learning', 'docker', 'python']","reston, va11",nan,
data scientist,data scientist,mid-senior level,6,[],"yonkers, ny",nan,
developer,swift developer,mid-senior level,5,[],"toledo, oh",nan,
business analyst,revenue operations senior business analyst,mid-senior level,2,"['cloud computing', 'artificial intelligence', 'saas', 'powerpoint']",salt lake city metropolitan area,nan,
ux researcher,ux researcher,mid-senior level,2,['excel'],"dallas, tx",nan,
analytics engineer,analytics engineer,entry level,1,"['apache airflow', 'sql', 'hadoop', 'bigquery', 'spark', 'cloud computing', 'python', 'etl']",united states31,nan,
senior analyst,senior analyst,associate,5,['coding'],"atlanta, ga3",nan,
data architect,data architect,mid-senior level,3,"['devops', 'jira software', 'agile', 'git', 'powerbi', 'amazon web services', 'apache airflow', 'sql', 'apache http server', 'programming', 'spark', 'cloud computing', 'mongodb', 'python', 'ci-cd', 'no-sql']","albuquerque, nm",nan,
data architect,senior data modeler/ data architect,mid-senior level,8,"['etl', 'sql', 'datalake', 'ibm']","orlando, fl2",nan,
ux researcher,ux researcher,mid-senior level,6,['excel'],"sterling heights, mi",nan,
developer,guidewire developer role,mid-senior level,7,"['java', 'javascript']","milwaukee, wi3",nan,
data engineer,senior data engineer,mid-senior level,5,"['cloud computing', 'microsoft azure', 'amazon web services']","springfield, il",nan,
compliance analyst,senior compliance analyst,mid-senior level,4,"['cloud computing', 'database', 'linux', 'programming']","america, al1",nan,
data scientist,data scientist,mid-senior level,6,"['scala', 'agile', 'java', 'amazon web services', 'sql', 'scrum', 'machine learning', 'kanban', 'database', 'python', 'ci-cd']",united states29,nan,
